suburb_name,postcode,state_code,location_code,country_code
Dudley West,5222,SA,MEL,AU
Dumbarton,6566,WA,MEL,AU
Dumosa,3527,VIC,BEN,AU
Dunach,3371,VIC,BLR,AU
Duncraig,6023,WA,MEL,AU
Dundee Forest,0840,NT,,AU
Dundula,4740,QLD,BNE,AU
Dunearn,3175,VIC,MEL,AU
Glenquarry,2576,NSW,WOL,AU
Glenvale,4350,QLD,BNE,AU
Gloucester,2422,NSW,SYD,AU
GLYDE POINT,822,VIC,MEL,AU
Gobbagombalin,2650,NSW,WAGG,AU
Gocup,2720,NSW,WAGG,AU
Godfreys Creek,2586,NSW,SYD,AU
Golden Beach,3851,VIC,GPS,AU
Golden Beach,4551,QLD,SSC,AU
Golden Point,3465,VIC,BLR,AU
Golden Square,3555,VIC,BEN,AU
Gong Gong,3352,VIC,BLR,AU
Gonn,2732,NSW,SYD,AU
Goodwood,5034,SA,ADE,AU
Googong,2620,NSW,ACT,AU
Goolgowi,2652,NSW,WAGG,AU
Goolmangar,2480,NSW,BNOR,AU
Goolwa,5214,SA,ADE,AU
Goondi,4860,QLD,BNE,AU
Goorianawa,2396,NSW,SYD,AU
Gordon,2072,NSW,SYD,AU
Gordonvale,4865,QLD,BNE,AU
Gore,4352,QLD,BNE,AU
Gormandale,3873,VIC,GPS,AU
Goroke,3412,VIC,HOR,AU
Gosse,5223,SA,MEL,AU
Goulburn Dc,2580,NSW,ACT,AU
Gove,0880,NT,,AU
Gowang,2357,NSW,SYD,AU
Gowrie Park,7306,TAS,TAS,AU
Grants Beach,2445,NSW,PMAC,AU
Granville,4650,QLD,BNE,AU
Granville Harbour,7469,TAS,TAS,AU
Grapetree,4352,QLD,BNE,AU
Grass Patch,6446,WA,MEL,AU
Gravelly Beach,7276,TAS,TAS,AU
Grays Point,2232,NSW,SYD,AU
Gre Gre South,3478,VIC,,AU
Green Fields,5107,SA,ADE,AU
Green Hill,4865,QLD,BNE,AU
Green Hills Range,5153,SA,ADE,AU
Green Patch,5607,SA,MEL,AU
Greenlands,2330,NSW,SYD,AU
Greenvale,3059,VIC,MEL,AU
Greenwald,3304,VIC,WARR,AU
Gregadoo,2650,NSW,WAGG,AU
Gregory,6535,WA,MEL,AU
Gregory River,4660,QLD,BNE,AU
Gresford,2311,NSW,SYD,AU
Greta Main,2325,NSW,NEWC,AU
Grosses Plain,2627,NSW,BBAY,AU
Guildford,3451,VIC,BEN,AU
Gunbar,2711,NSW,SYD,AU
Gundaroo,2620,NSW,ACT,AU
Gurnang,2787,NSW,CWT,AU
Gurranang,2460,NSW,COFF,AU
Guys Forest,3709,VIC,ALB,AU
Guys Hill,3807,VIC,GPS,AU
Gwambegwine,4420,QLD,BNE,AU
Gwelup Dc,6018,WA,MEL,AU
Habana,4740,QLD,BNE,AU
Haberfield,2045,NSW,SYD,AU
Hackham West,5163,SA,ADE,AU
Hale,0872,NT,,AU
Hamilton Valley,2641,NSW,ALB,AU
Hampton North,3188,VIC,MEL,AU
Hampton Park,3976,VIC,MEL,AU
Hannans,6433,WA,,AU
Hansonville,3675,VIC,ALB,AU
Happy Valley,3360,VIC,BLR,AU
Harcourt North,3453,VIC,BEN,AU
Harefield,2650,NSW,WAGG,AU
Hart,5464,SA,MEL,AU
Hart Range,0872,NT,,AU
Haslam,5680,SA,MEL,AU
Haven,3401,VIC,HOR,AU
Hawkesbury Heights,2777,NSW,SYD,AU
Hawthorn West,3122,VIC,MEL,AU
Hazeldene,3658,VIC,YEA,AU
Healesville,3777,VIC,YEA,AU
Healesville Post Shop,3777,VIC,YEA,AU
Heathcote,2233,NSW,SYD,AU
Heatherton,3202,VIC,MEL,AU
Hebersham,2770,NSW,SYD,AU
Heddon Greta,2321,NSW,NEWC,AU
Helensburgh,2508,NSW,WOL,AU
Henley Beach South,5022,SA,ADE,AU
Hermitage,7030,TAS,TAS,AU
Herne Hill,3218,VIC,GEEL,AU
Herne Hill,6056,WA,MEL,AU
Herons Creek,2443,NSW,PMAC,AU
Hervey Bay Dc,4655,QLD,BNE,AU
Higher Macdonald,2775,NSW,CCO,AU
Highworth,4560,QLD,SSC,AU
Hill Plain,2710,NSW,,AU
Denmark,6333,WA,MEL,AU
Derby,3516,VIC,BEN,AU
Derby,6728,WA,MEL,AU
Dereel,3352,VIC,BLR,AU
Derrinal,3523,VIC,BEN,AU
Desailly,4871,QLD,BNE,AU
Desert Springs,0870,NT,,AU
Devils River,3714,VIC,YEA,AU
Devon Park,4401,QLD,BNE,AU
Diamond Hill,3550,VIC,BEN,AU
Diamond Valley,4553,QLD,SSC,AU
Diddillibah,4559,QLD,SSC,AU
Diehard,2370,NSW,SYD,AU
Dilpurra,2734,NSW,SYD,AU
Dilston,7252,TAS,TAS,AU
Dimboola,3414,VIC,HOR,AU
Dixie,3265,VIC,WARR,AU
Dixvale,6258,WA,MEL,AU
Djiru,4852,QLD,BNE,AU
Djugun,6725,WA,MEL,AU
Dollys Flat,2429,NSW,PMAC,AU
Donnellyville,2447,NSW,COFF,AU
Dooen,3401,VIC,HOR,AU
Dookie College,3647,VIC,SHEP,AU
Doomadgee,4830,QLD,BNE,AU
Dorre Island,6701,WA,MEL,AU
Dorrigo,2453,NSW,COFF,AU
Dorroughby,2480,NSW,BNOR,AU
Dotswood,4820,QLD,TSV,AU
Douglas,4354,QLD,BNE,AU
Douglas,4814,QLD,TSV,AU
DOUGLAS-DALY,822,VIC,MEL,AU
Downside,2650,NSW,WAGG,AU
Doyalson North,2262,NSW,CCO,AU
Drayton North,4350,QLD,BNE,AU
DRIVER,830,VIC,MEL,AU
Dromedary,4718,QLD,BNE,AU
Dudley Park,5008,SA,ADE,AU
Duffys Forest,2084,NSW,SYD,AU
Duingal,4671,QLD,BNE,AU
Dulguigan,2484,NSW,BNOR,AU
Dumbalk North,3956,VIC,GPS,AU
Dumgree,4715,QLD,BNE,AU
Dungog,2420,NSW,SYD,AU
Dunneworthy,3377,VIC,BLR,AU
Duntroon,2600,ACT,ACT,AU
Durack,0830,NT,,AU
Durah,4413,QLD,BNE,AU
Duval,2350,NSW,SYD,AU
Duverney,3323,VIC,WARR,AU
Dwarda,6308,WA,MEL,AU
Dyers Crossing,2429,NSW,PMAC,AU
Dysart,4745,QLD,BNE,AU
Earlwood,2206,NSW,SYD,AU
East Arm,0822,NT,,AU
East Bairnsdale,3875,VIC,GPS,AU
East Bunbury,6230,WA,MEL,AU
East Cam,7321,TAS,TAS,AU
East Cooyar,4353,QLD,BNE,AU
East Deep Creek,4570,QLD,SSC,AU
East End,4695,QLD,BNE,AU
East Fremantle,6158,WA,MEL,AU
East Gosford,2250,NSW,CCO,AU
East Gresford,2311,NSW,SYD,AU
East Ipswich,4305,QLD,BNE,AU
East Lindfield,2070,NSW,SYD,AU
East Munglinup,6450,WA,MEL,AU
East Pingelly,6308,WA,MEL,AU
East Trinity,4871,QLD,BNE,AU
Eastern Heights,4305,QLD,BNE,AU
Eastern Suburbs Mc,1323,NSW,SYD,AU
Eastern View,3231,VIC,GEEL,AU
Edinburgh,5111,SA,ADE,AU
Edrom,2551,NSW,BEG,AU
Eglinton,6034,WA,MEL,AU
El Arish,4855,QLD,BNE,AU
Elevated Plains,3461,VIC,BLR,AU
Elingamite North,3266,VIC,WARR,AU
Elizabeth,5112,SA,ADE,AU
Elizabeth Beach,2428,NSW,PMAC,AU
Elizabeth Park,5113,SA,ADE,AU
Ellangowan,4361,QLD,BNE,AU
Ellendale,6532,WA,MEL,AU
Elsey,0852,NT,,AU
Eltham,2480,NSW,BNOR,AU
Emerald Beach,2456,NSW,COFF,AU
Emerald Hill,2380,NSW,SYD,AU
Emu Creek,4355,QLD,BNE,AU
Emu Flat,6431,WA,MEL,AU
Emu Park,4710,QLD,BNE,AU
Epping,1710,NSW,SYD,AU
Epping,1712,NSW,SYD,AU
Eradu South,6532,WA,MEL,AU
Erakala,4740,QLD,BNE,AU
Erin Vale,2663,NSW,WAGG,AU
Erina Fair,2250,NSW,CCO,AU
Dingee,3571,VIC,BEN,AU
Dingo Beach,4800,QLD,BNE,AU
Dirranbandi,4486,QLD,BNE,AU
Dirty Creek,2460,NSW,COFF,AU
Docklands,8012,VIC,MEL,AU
Doctors Gap,2790,NSW,CWT,AU
Dodges Ferry,7173,TAS,TAS,AU
Don,7310,TAS,TAS,AU
Donnybrook,6239,WA,MEL,AU
Donovans,5291,SA,MEL,AU
Doongul,4620,QLD,BNE,AU
Dorrigo Mountain,2453,NSW,COFF,AU
Dorset Vale,5157,SA,ADE,AU
Douglas,3409,VIC,BLR,AU
Downsfield,4570,QLD,SSC,AU
Drinan,4671,QLD,BNE,AU
Dropmore,3660,VIC,YEA,AU
Drummartin,3570,VIC,BEN,AU
Dry Diggings,3461,VIC,BLR,AU
Dryandra,6311,WA,MEL,AU
Drysdale River,6740,WA,MEL,AU
Dubbo Dc,2830,NSW,CWT,AU
Ducklo,4405,QLD,BNE,AU
Dulong,4560,QLD,SSC,AU
Dulwich,5065,SA,ADE,AU
Dumbleton,4740,QLD,BNE,AU
Dunbible,2484,NSW,BNOR,AU
Dundas,2117,NSW,SYD,AU
Dunn Rock,6355,WA,MEL,AU
Dunnstown,3352,VIC,BLR,AU
Dunrobin,3312,VIC,WARR,AU
Dunville Loop,2849,NSW,SYD,AU
Durawah,6532,WA,MEL,AU
Durham Downs,5731,SA,MEL,AU
Durham Lead,3352,VIC,BLR,AU
Dysart,7030,TAS,TAS,AU
Eagleton,2324,NSW,NEWC,AU
EAST ARNHEM,822,VIC,MEL,AU
East Bowes,6535,WA,MEL,AU
East Creek,4871,QLD,BNE,AU
East Murchison,6640,WA,MEL,AU
EAST POINT,820,VIC,MEL,AU
East Ridgley,7321,TAS,TAS,AU
Eastern Suburbs Mc,1322,NSW,SYD,AU
Eastern Suburbs Mc,1325,NSW,SYD,AU
Eatons Hill,4037,QLD,BNE,AU
Edderton,2333,NSW,SYD,AU
Eddington,3472,VIC,BEN,AU
Eden,2551,NSW,BEG,AU
Eden Hill,6054,WA,MEL,AU
Edensor Park,2176,NSW,SYD,AU
Edith,2787,NSW,CWT,AU
EDITH,852,VIC,MEL,AU
Eganstown,3461,VIC,BLR,AU
Eglinton,2795,NSW,CWT,AU
Eidsvold,4627,QLD,BNE,AU
Eidsvold West,4627,QLD,BNE,AU
Eight Mile Creek,5291,SA,MEL,AU
Elabbin,6490,WA,MEL,AU
Elderslie,7030,TAS,TAS,AU
Elizabeth North,5113,SA,ADE,AU
Elland,2460,NSW,COFF,AU
Ellenbrook,6069,WA,MEL,AU
Ellenbrook East,6069,WA,MEL,AU
Ellerslie,3265,VIC,WARR,AU
Ellesmere,4610,QLD,BNE,AU
Ellinthorp,4362,QLD,BNE,AU
Elphinstone,3448,VIC,BEN,AU
ELSEY,852,VIC,MEL,AU
Empire Vale,2478,NSW,BNOR,AU
Emu Swamp,2800,NSW,CWT,AU
EMUNGALAN,850,VIC,MEL,AU
Eneabba,6518,WA,MEL,AU
Enfield Plaza,5085,SA,ADE,AU
Engadine,2233,NSW,SYD,AU
Enmore,2350,NSW,SYD,AU
Epping Dc,3076,VIC,MEL,AU
Eremerang,2877,NSW,CWT,AU
Erith,5461,SA,MEL,AU
Errinundra,3889,VIC,MEL,AU
Erskine Park,2759,NSW,SYD,AU
Eschol,2830,NSW,CWT,AU
ESSENDON FIELDS,3041,VIC,MEL,AU
Eucumbene Cove,2628,NSW,,AU
Eugenana,7310,TAS,TAS,AU
Eumamurrin,4455,QLD,BNE,AU
Eungella,4757,QLD,BNE,AU
Eungella Dam,4757,QLD,BNE,AU
Eurardy,6532,WA,MEL,AU
Eureka,3350,VIC,BLR,AU
Eureka,4660,QLD,BNE,AU
Eurimbula,4677,QLD,BNE,AU
EVA VALLEY,822,VIC,MEL,AU
Evans Landing,4874,QLD,BNE,AU
Evatt,2617,ACT,ACT,AU
Fairbank,3951,VIC,GPS,AU
Dungeree,2849,NSW,SYD,AU
Dunkeld,2795,NSW,CWT,AU
Dunnrock,4740,QLD,BNE,AU
Dunoon,2480,NSW,BNOR,AU
Dunsborough,6281,WA,MEL,AU
Durack,4077,QLD,BNE,AU
Durack,6743,WA,MEL,AU
Durham Ox,3576,VIC,BEN,AU
Eagle Bay,6281,WA,MEL,AU
Earlville Bc,4870,QLD,BNE,AU
EAST ARM,822,VIC,MEL,AU
East Ballidu,6606,WA,MEL,AU
East Barron,4883,QLD,BNE,AU
East Lyons River,6705,WA,MEL,AU
East Newdegate,6355,WA,MEL,AU
East Perth,6004,WA,MEL,AU
East Perth,6892,WA,MEL,AU
East Victoria Park,6101,WA,MEL,AU
Eastern Suburbs Mc,1327,NSW,SYD,AU
Eastern Suburbs Mc,1330,NSW,SYD,AU
Eaton,6232,WA,MEL,AU
EATON,820,VIC,MEL,AU
Ebenezer,2756,NSW,SYD,AU
Ebenezer,4340,QLD,BNE,AU
Echuca,3564,VIC,SHEP,AU
Eddystone,7264,TAS,TAS,AU
Edenhope,3318,VIC,HOR,AU
Edi Upper,3678,VIC,ALB,AU
Edillilie,5630,SA,MEL,AU
Eerwah Vale,4562,QLD,SSC,AU
Eganu,6515,WA,MEL,AU
Eimeo,4740,QLD,BNE,AU
Elaine,3334,VIC,BLR,AU
Elands,2429,NSW,PMAC,AU
Elbow Valley,4370,QLD,BNE,AU
Eldorado,3746,VIC,ALB,AU
Eli Waters,4655,QLD,BNE,AU
Elizabeth Town,7304,TAS,TAS,AU
Ellangowan,2470,NSW,BNOR,AU
Elliott,0862,NT,,AU
Elliott,4670,QLD,BNE,AU
ELLIOTT,862,VIC,MEL,AU
Elmore,3558,VIC,SHEP,AU
ELRUNDIE,822,VIC,MEL,AU
ELSEY STATION,852,VIC,MEL,AU
Elsmore,2360,NSW,SYD,AU
Elvina Bay,2105,NSW,SYD,AU
Emerald,4720,QLD,BNE,AU
Emu Bay,5223,SA,MEL,AU
Emu Plains,2750,NSW,SYD,AU
Encounter Bay,5211,SA,ADE,AU
Enfield South,2133,NSW,SYD,AU
Engawala,0872,NT,,AU
Enoggera Reservoir,4520,QLD,BNE,AU
Ernestina,4730,QLD,BNE,AU
Erskine,2830,NSW,,AU
Esmeralda,4871,QLD,BNE,AU
Esmond,3730,VIC,SHEP,AU
Essendon West,3040,VIC,MEL,AU
Essington,2795,NSW,CWT,AU
Etna Creek,4702,QLD,BNE,AU
Etty Bay,4858,QLD,BNE,AU
Eukey,4380,QLD,BNE,AU
Eulah Creek,2390,NSW,SYD,AU
Eumemmerring,3177,VIC,MEL,AU
Eunanoreenya,2650,NSW,WAGG,AU
Eurimbla,2867,NSW,CWT,AU
Euroa,3666,VIC,SHEP,AU
Eurongilly,2663,NSW,WAGG,AU
Evans Head,2473,NSW,BNOR,AU
Evanston,5116,SA,ADE,AU
Ewingar,2469,NSW,BNOR,AU
Ewlyamartup,6317,WA,MEL,AU
Exeter,7275,TAS,TAS,AU
Exford,3338,VIC,GEEL,AU
Fairfield Heights,2165,NSW,SYD,AU
Fairholme,2871,NSW,CWT,AU
Fairy Hill,2470,NSW,BNOR,AU
Fairymead,4670,QLD,BNE,AU
FANNIE BAY,820,VIC,MEL,AU
Farley,2320,NSW,NEWC,AU
Fassifern,4309,QLD,GOL,AU
Ferndale,6148,WA,MEL,AU
Fernshaw,3778,VIC,YEA,AU
Fernside,2480,NSW,BNOR,AU
Ferny Hills,4055,QLD,BNE,AU
Ficks Crossing,4606,QLD,SSC,AU
Fifield,2875,NSW,CWT,AU
Figtree,2525,NSW,WOL,AU
Fingal,7214,TAS,TAS,AU
FINKE,872,VIC,MEL,AU
Firefly,2429,NSW,PMAC,AU
Firle,5070,SA,ADE,AU
Flagstone Creek,4344,QLD,BNE,AU
Flaxman Valley,5235,SA,ADE,AU
Fleurbaix,4375,QLD,BNE,AU
Flinders Lane,8009,VIC,MEL,AU
Hillman,6168,WA,MEL,AU
Hillsborough,2290,NSW,NEWC,AU
Hillsborough,2320,NSW,NEWC,AU
Hillside,3875,VIC,GPS,AU
Hindmarsh,6462,WA,MEL,AU
Hindmarsh Tiers,5202,SA,ADE,AU
Hmas Albatross,2540,NSW,BBAY,AU
Hobart,7802,TAS,TAS,AU
Hobart,7809,TAS,TAS,AU
Hobart,7814,TAS,TAS,AU
Hobart,7824,TAS,TAS,AU
Hobart,7828,TAS,TAS,AU
Hobart,7829,TAS,TAS,AU
Hobbys Yards,2795,NSW,CWT,AU
HOLMES,812,VIC,MEL,AU
Holmesville,2286,NSW,NEWC,AU
Holmwood,6522,WA,MEL,AU
Homebush Bay,2127,NSW,SYD,AU
Hook Island,4741,QLD,BNE,AU
Hope Forest,5172,SA,ADE,AU
Hopetoun,3396,VIC,HOR,AU
Hopetoun,6348,WA,MEL,AU
Hornet Bank,4420,QLD,BNE,AU
Horsnell Gully,5141,SA,ADE,AU
Horton,4660,QLD,BNE,AU
Hoskin Corner,5461,SA,MEL,AU
Hotham,0822,NT,,AU
Hotham Hill,3051,VIC,MEL,AU
Hovea,6071,WA,MEL,AU
Howard Springs,0835,NT,,AU
Howards Grass,2480,NSW,BNOR,AU
Howatharra,6532,WA,MEL,AU
Howqua,3723,VIC,YEA,AU
Hoyleton,5453,SA,MEL,AU
Humpty Doo,0836,NT,,AU
Hungerford,4493,QLD,BNE,AU
Huntingdon,2446,NSW,PMAC,AU
Huntly North,3551,VIC,BEN,AU
Hurstville Westfield,2220,NSW,SYD,AU
Hutt Street,5000,SA,ADE,AU
Hyland Park,2448,NSW,COFF,AU
Illabo,2590,NSW,WAGG,AU
Indented Head,3223,VIC,GEEL,AU
Indooroopilly Centre,4068,QLD,BNE,AU
Ingleburn,1890,NSW,SYD,AU
Inglewood,5133,SA,ADE,AU
Inkster,5680,SA,MEL,AU
Inman Valley,5211,SA,ADE,AU
Inneston,5577,SA,MEL,AU
Inverlaw,4610,QLD,BNE,AU
Ipswich,4305,QLD,BNE,AU
Irlpme,0870,NT,,AU
Irwin,6525,WA,MEL,AU
Isis River,4660,QLD,BNE,AU
Ivanhoe,8576,VIC,MEL,AU
Iveragh,4680,QLD,BNE,AU
Jabuk,5301,SA,MEL,AU
Jackalass,2722,NSW,,AU
Jackass Flat,3556,VIC,BEN,AU
James Cook University,4811,QLD,TSV,AU
Jancourt,3266,VIC,WARR,AU
JANDABUP,6077,VIC,MEL,AU
Jarvisfield,4807,QLD,TSV,AU
Jeparit,3423,VIC,HOR,AU
Jericho,7030,TAS,TAS,AU
Jetsonville,7260,TAS,TAS,AU
Jilkminggan,0852,NT,,AU
Joel Joel,3381,VIC,,AU
Joes Box,2469,NSW,BNOR,AU
Joondalup Dc,6919,WA,MEL,AU
Kaban,4888,QLD,BNE,AU
Kabra,4702,QLD,BNE,AU
Kainton,5552,SA,MEL,AU
Kalannie,6468,WA,MEL,AU
Kalapa,4702,QLD,BNE,AU
Kalarka,4741,QLD,BNE,AU
Kalgoorlie,6433,WA,,AU
Kalkite,2627,NSW,BBAY,AU
Kallora,5550,SA,MEL,AU
Kamerunga,4870,QLD,BNE,AU
Kanagulk,3401,VIC,HOR,AU
Kandos,2848,NSW,CWT,AU
Kangiara,2582,NSW,ACT,AU
Kanyaka,5434,SA,MEL,AU
Kaoota,7150,TAS,TAS,AU
Kapaldo,4630,QLD,BNE,AU
Kaputar,2390,NSW,SYD,AU
Karabar,2620,NSW,ACT,AU
KARAMA,812,VIC,MEL,AU
Karijini,6751,WA,MEL,AU
Karkoo,5607,SA,MEL,AU
Karragullen,6111,WA,MEL,AU
Karte,5307,SA,MEL,AU
KATHERINE EAST,850,VIC,MEL,AU
Katoomba,2780,NSW,SYD,AU
Katoomba Dc,2780,NSW,SYD,AU
Kauring,6302,WA,MEL,AU
Domain Road Po,3141,VIC,MEL,AU
Donald Creek,2350,NSW,SYD,AU
Dondingalong,2440,NSW,PMAC,AU
Dooboobetic,3478,VIC,BEN,AU
Dooralong,2259,NSW,NEWC,AU
Doughboy,4671,QLD,BNE,AU
Douglas River,7215,TAS,TAS,AU
Dover Heights,2030,NSW,SYD,AU
Dowlingville,5555,SA,MEL,AU
Downer,2602,ACT,ACT,AU
Drake Village,2469,NSW,BNOR,AU
Draper,4520,QLD,BNE,AU
Drildool,2386,NSW,SYD,AU
Drillham,4424,QLD,BNE,AU
Drouin South,3818,VIC,GPS,AU
Dubbo West,2830,NSW,CWT,AU
Dudley Park,6210,WA,MEL,AU
Dululu,4702,QLD,BNE,AU
Dundee,2370,NSW,SYD,AU
Dundee Beach,0840,NT,,AU
Dundee Downs,0840,NT,,AU
Dundonnell,3271,VIC,WARR,AU
Dundowran Beach,4655,QLD,BNE,AU
Dungarubba,2480,NSW,BNOR,AU
Dunlop,2615,ACT,ACT,AU
Dutton Way,3305,VIC,WARR,AU
Dynevor,4492,QLD,BNE,AU
Eagle Heights,4271,QLD,GOL,AU
Eagle On The Hill,5150,SA,ADE,AU
Eagle Vale,2558,NSW,SYD,AU
Eagleby,4207,QLD,GOL,AU
Eaglehawk Neck,7179,TAS,TAS,AU
Eaglehawk North,3556,VIC,BEN,AU
East Beverley,6304,WA,MEL,AU
East Brisbane,4169,QLD,BNE,AU
East Corrimal,2518,NSW,WOL,AU
East Devonport,7310,TAS,TAS,AU
East Innisfail,4860,QLD,BNE,AU
East Kurrajong,2758,NSW,SYD,AU
East Mackay,4740,QLD,BNE,AU
East Wickepin,6370,WA,MEL,AU
Eastern Suburbs Mc,1316,NSW,SYD,AU
Eastern Suburbs Mc,1321,NSW,SYD,AU
Eastern Suburbs Mc,1324,NSW,SYD,AU
Eastern Suburbs Mc,1328,NSW,SYD,AU
Eastgardens,2036,NSW,SYD,AU
Eastville,3463,VIC,BLR,AU
Ebden,3691,VIC,ALB,AU
Echuca East,3564,VIC,SHEP,AU
Echunga,5153,SA,ADE,AU
Eden Park,3757,VIC,YEA,AU
Edgcumbe Beach,7321,TAS,TAS,AU
Edi,3678,VIC,ALB,AU
Egg Lagoon,7256,TAS,TAS,AU
Eidsvold East,4627,QLD,BNE,AU
Eighty Mile Beach,6725,WA,MEL,AU
Elachbutting,6479,WA,MEL,AU
Elanora,4221,QLD,GOL,AU
Elberton,3478,VIC,BEN,AU
Electrona,7054,TAS,TAS,AU
Elizabeth Bay,2011,NSW,SYD,AU
Elizabeth West Dc,5113,SA,ADE,AU
Elliminyt,3250,VIC,GEEL,AU
Elong Elong,2831,NSW,SYD,AU
Elrington,2325,NSW,NEWC,AU
Embleton,6062,WA,MEL,AU
Enmore,2042,NSW,SYD,AU
Epping,2121,NSW,SYD,AU
Epsom,4741,QLD,BNE,AU
Ernabella,0872,SA,,AU
Erskine,5422,SA,MEL,AU
Erudgere,2850,NSW,CWT,AU
Eschol Park,2558,NSW,SYD,AU
Essendon North,3041,VIC,MEL,AU
Ettrick,5253,SA,ADE,AU
Eubenangee,4860,QLD,BNE,AU
Eucumbene,2628,NSW,BBAY,AU
Eudunda,5374,SA,MEL,AU
Eungella,2484,NSW,BNOR,AU
Euroley,2700,NSW,WAGG,AU
Euston,2737,NSW,SYD,AU
Euthulla,4455,QLD,BNE,AU
Evanston Gardens,5116,SA,ADE,AU
Eveleigh,2015,NSW,SYD,AU
Everton,3678,VIC,ALB,AU
Exeter,2579,NSW,WOL,AU
Exmouth,6707,WA,MEL,AU
Export Park,5950,SA,ADE,AU
Eynesbury,3338,VIC,GEEL,AU
Fairdale,4606,QLD,SSC,AU
Fairfield,3078,VIC,MEL,AU
Fairfield West,2165,NSW,SYD,AU
Fairhaven,3231,VIC,GEEL,AU
Fairy Bower,4700,QLD,BNE,AU
Fairfield Gardens,4103,QLD,BNE,AU
Fairy Dell,3561,VIC,SHEP,AU
Fargunyah,2656,NSW,WAGG,AU
Farnham,2820,NSW,CWT,AU
Fawkner North,3060,VIC,MEL,AU
Federal,2480,NSW,BNOR,AU
Felton,4358,QLD,BNE,AU
Fennell Bay,2283,NSW,NEWC,AU
Fernbank Creek,2444,NSW,PMAC,AU
Fernlees,4702,QLD,BNE,AU
Fernmount,2454,NSW,COFF,AU
Fiery Flat,3518,VIC,BEN,AU
Findon,5023,SA,ADE,AU
Finnie,4350,QLD,BNE,AU
Fishermans Bay,2316,NSW,NEWC,AU
Flat Tops,2420,NSW,SYD,AU
Flaxley,5153,SA,ADE,AU
Flint,6302,WA,MEL,AU
Flintstone,7030,TAS,TAS,AU
Floreat,6014,WA,MEL,AU
Forbesdale,2422,NSW,SYD,AU
Fords,5373,SA,ADE,AU
Forest Hill,6324,WA,MEL,AU
Forrestdale,6112,WA,MEL,AU
Foul Bay,5577,SA,MEL,AU
Four Mile Creek,7215,TAS,TAS,AU
Frankston North,3200,VIC,MEL,AU
Frazers Creek,2446,NSW,PMAC,AU
Freeling,5372,SA,ADE,AU
French Island,3921,VIC,MEL,AU
Frenchs Forest,1639,NSW,SYD,AU
Furner,5280,SA,MEL,AU
Galga,5308,SA,MEL,AU
GALIWINKU,822,VIC,MEL,AU
Garland,2797,NSW,CWT,AU
Gateshead,2290,NSW,NEWC,AU
Gatum,3407,VIC,HOR,AU
Gawler,5118,SA,ADE,AU
Gayndah,4625,QLD,BNE,AU
Gellibrand Lower,3237,VIC,GEEL,AU
Gelliondale,3971,VIC,GPS,AU
Gentle Annie,3833,VIC,GPS,AU
Germantown,3741,VIC,ALB,AU
Germein Bay,5495,SA,MEL,AU
Ghinni Ghinni,2430,NSW,PMAC,AU
Ghooli,6426,WA,MEL,AU
GIBSON DESERT SOUTH,872,VIC,MEL,AU
Gidya,4824,QLD,BNE,AU
Gilgooma,2829,NSW,SYD,AU
GILLEN,870,VIC,MEL,AU
Gindoran,4676,QLD,BNE,AU
Girraween,2145,NSW,SYD,AU
Girraween,4382,QLD,BNE,AU
Gladstone Bc,4680,QLD,BNE,AU
Gladstone Dc,4680,QLD,BNE,AU
Gladysdale,3797,VIC,YEA,AU
Glen Fergus,2630,NSW,BBAY,AU
Glen Forbes,3990,VIC,GPS,AU
Glen Huon,7109,TAS,TAS,AU
Glen Waverley,3150,VIC,MEL,AU
Glenaire,3238,VIC,GEEL,AU
Glenbrook,2773,NSW,SYD,AU
Glendambo,5710,SA,MEL,AU
Glendenning,2761,NSW,SYD,AU
Glendon,2330,NSW,SYD,AU
Gleneagle,4285,QLD,GOL,AU
Glenelg North,5045,SA,ADE,AU
Glenferrie South,3122,VIC,MEL,AU
Glengowrie,5044,SA,ADE,AU
Glenlee,3418,VIC,HOR,AU
Glenlyon,3461,VIC,BLR,AU
Glenoran,6258,WA,MEL,AU
Glenpatrick,3469,VIC,BLR,AU
Glenroy,2640,NSW,ALB,AU
Glenthompson,3293,VIC,HOR,AU
Gobur,3719,VIC,YEA,AU
Gold Coast Mc,9728,QLD,MEL,AU
Gonn Crossing,3579,VIC,MEL,AU
Goobang,2870,NSW,,AU
Gooburrum,4670,QLD,BNE,AU
Goodar,4390,QLD,BNE,AU
Goode Beach,6330,WA,MEL,AU
Goomalibee,3673,VIC,SHEP,AU
Goomeribong,4601,QLD,SSC,AU
Goonumbla,2870,NSW,CWT,AU
Gooroc,3478,VIC,,AU
Gorae West,3305,VIC,WARR,AU
Gordon,2906,ACT,ACT,AU
Gormanston,7466,TAS,TAS,AU
Gosford,2250,NSW,CCO,AU
Goulburn,2580,NSW,ACT,AU
Gouldsville,2330,NSW,SYD,AU
Gowanford,3544,VIC,MEL,AU
Gowar East,3478,VIC,,AU
Gowrie Little Plain,4352,QLD,BNE,AU
Erldunda,0872,NT,,AU
Erub,4875,QLD,BNE,AU
Esk,2472,NSW,BNOR,AU
Esperance,6450,WA,MEL,AU
Euabalong West,2877,NSW,CWT,AU
Euchareena,2866,NSW,CWT,AU
Eudlo,4554,QLD,SSC,AU
Eulimore,2806,NSW,,AU
Eulomogo,2830,NSW,CWT,AU
Eungai Creek,2441,NSW,COFF,AU
