suburb_name,postcode,state_code,location_code,country_code
Coorow,6515,WA,MEL,AU
Coorparoo Bc,4151,QLD,BNE,AU
Coorumbene,4702,QLD,BNE,AU
Cootharaba,4565,QLD,SSC,AU
Copacabana,2251,NSW,CCO,AU
Copeton,2360,NSW,SYD,AU
Copley,5732,SA,MEL,AU
Coralie,4871,QLD,BNE,AU
Coramba,2450,NSW,COFF,AU
Corbie Hill,2705,NSW,WAGG,AU
Coreen,2646,NSW,ALB,AU
Corinella,2871,NSW,CWT,AU
Corinella,3984,VIC,GPS,AU
Corndale,2480,NSW,BNOR,AU
Cornubia,4130,QLD,GOL,AU
Coromandel East,5157,SA,ADE,AU
Corrabare,2325,NSW,NEWC,AU
Corrowong,2633,NSW,BEG,AU
Couta Rocks,7330,TAS,TAS,AU
Cow Flat,2795,NSW,CWT,AU
Cowan,2081,NSW,SYD,AU
Cowandilla,5033,SA,ADE,AU
Coyrecup,6317,WA,MEL,AU
Crabbes Creek,2483,NSW,BNOR,AU
Crackenback,2627,NSW,BBAY,AU
Cradle Mountain,7306,TAS,TAS,AU
Craignish,4655,QLD,BNE,AU
Cranbourne,3977,VIC,MEL,AU
Crawford River,2423,NSW,PMAC,AU
Crescent,5341,SA,MEL,AU
Cressbrook Creek,4355,QLD,BNE,AU
Croki,2430,NSW,PMAC,AU
Cromer,3193,VIC,MEL,AU
Croa,2230,NSW,SYD,AU
Crossdale,4312,QLD,BNE,AU
Crowley Vale,4342,QLD,BNE,AU
Croydon,3136,VIC,MEL,AU
Culburra,5261,SA,MEL,AU
Culburra Beach,2540,NSW,BBAY,AU
Culcairn,2660,NSW,WAGG,AU
Cullacabardee,6067,WA,MEL,AU
Cullivel,2645,NSW,WAGG,AU
Culmaran Creek,2469,NSW,BNOR,AU
Cumbo,2850,NSW,CWT,AU
Cundare North,3251,VIC,GEEL,AU
Cunnamulla,4490,QLD,BNE,AU
Curlewis,2381,NSW,SYD,AU
Curlwaa,2648,NSW,SYD,AU
Curramore,2533,NSW,WOL,AU
Currawarna,2650,NSW,WAGG,AU
Currumbin Dc,4223,QLD,GOL,AU
Currumbin Valley,4223,QLD,GOL,AU
Currumbin Waters,4223,QLD,GOL,AU
Dalwood,2335,NSW,NEWC,AU
Dalwood,2477,NSW,BNOR,AU
Daly River,0822,NT,,AU
Danderoo,4370,QLD,BNE,AU
Dangin,6383,WA,MEL,AU
Darch,6065,WA,MEL,AU
Darkbonee,3478,VIC,BEN,AU
Darkwood,2454,NSW,COFF,AU
Darling,3145,VIC,MEL,AU
Darling Downs,6122,WA,MEL,AU
Darling Heights,4350,QLD,BNE,AU
Darlington,2330,NSW,SYD,AU
Dartmouth,3701,VIC,ALB,AU
Deep Lead,3381,VIC,,AU
Deeragun,4818,QLD,TSV,AU
Delamere,5204,SA,ADE,AU
Delissaville,0822,NT,,AU
Delroy Gardens,2830,NSW,,AU
Denbarker,6324,WA,MEL,AU
Depot Beach,2536,NSW,BBAY,AU
Depot Hill,4700,QLD,BNE,AU
Derri Derra,4626,QLD,BNE,AU
Derrymore,4352,QLD,BNE,AU
Derwent Park,7009,TAS,TAS,AU
Devereux Creek,4753,QLD,BNE,AU
Devon Hills,7300,TAS,TAS,AU
Devon Meadows,3977,VIC,MEL,AU
Dharruk,2770,NSW,SYD,AU
Diamantina Lakes,4735,QLD,BNE,AU
Diamond Tree,6258,WA,MEL,AU
Diggers Camp,2462,NSW,COFF,AU
Dingo Pocket,4854,QLD,BNE,AU
Dirnbir,4625,QLD,BNE,AU
DOCKER RIVER,872,VIC,MEL,AU
Dolls Point,2219,NSW,SYD,AU
Domville,4357,QLD,BNE,AU
Don Valley,3139,VIC,YEA,AU
Donnelly River,6258,WA,MEL,AU
Dookie,3646,VIC,SHEP,AU
Doolandella,4077,QLD,BNE,AU
Dorodong,3312,VIC,WARR,AU
Double Bay,1360,NSW,SYD,AU
Doubleview,6018,WA,MEL,AU
Doveton,3177,VIC,MEL,AU
Downlands,7320,TAS,TAS,AU
Dows Creek,4754,QLD,BNE,AU
Doyalson,2262,NSW,CCO,AU
Dreeite,3249,VIC,GEEL,AU
Dreeite South,3249,VIC,GEEL,AU
Drumanure,3636,VIC,SHEP,AU
Drumborg,3304,VIC,WARR,AU
Drumcondra,3215,VIC,GEEL,AU
Drummondslope,4724,QLD,BNE,AU
Dry Creek,2337,NSW,SYD,AU
Duaringa,4712,QLD,BNE,AU
Dubbo,2830,NSW,CWT,AU
Duchess,4825,QLD,BNE,AU
Dudawa,6519,WA,MEL,AU
Dulacca,4425,QLD,BNE,AU
Dum Dum,2484,NSW,BNOR,AU
Dumaresq,2350,NSW,SYD,AU
Dumaresq Island,2430,NSW,PMAC,AU
Dumbalk,3956,VIC,GPS,AU
Dumbleyung,6350,WA,MEL,AU
Duncan,5223,SA,MEL,AU
Dundarrah,4625,QLD,BNE,AU
Dundas,4306,QLD,BNE,AU
Dundas Valley,2117,NSW,SYD,AU
DUNDEE DOWNS,840,VIC,MEL,AU
DUNDEE FOREST,840,VIC,MEL,AU
Dundurrabin,2453,NSW,COFF,AU
Dunedoo,2844,NSW,CWT,AU
Dunk,4852,QLD,BNE,AU
Dunkeld,4465,QLD,BNE,AU
Dunkirk,3630,VIC,SHEP,AU
Dunmarra,0852,NT,,AU
Dunolly,3472,VIC,BEN,AU
Dural,2330,NSW,SYD,AU
Duramana,2795,NSW,CWT,AU
Duranbah,2487,NSW,BNOR,AU
Duranillin,6393,WA,MEL,AU
Durdidwarrah,3342,VIC,BLR,AU
Duri,2344,NSW,SYD,AU
Dynnyrne,7005,TAS,TAS,AU
Eaglemont,3084,VIC,MEL,AU
Earlston,3669,VIC,SHEP,AU
Earlville,4870,QLD,BNE,AU
East Albury,2640,NSW,ALB,AU
East Bendigo,3550,VIC,BEN,AU
East Coraki,2471,NSW,BNOR,AU
East Hills,2213,NSW,SYD,AU
East Lismore,2480,NSW,BNOR,AU
East Lynne,2536,NSW,BBAY,AU
East Maitland,2323,NSW,NEWC,AU
East Melbourne,8002,VIC,MEL,AU
East Nannup,6275,WA,MEL,AU
East Point,0820,NT,,AU
East Russell,4861,QLD,BNE,AU
East Ryde,2113,NSW,SYD,AU
East Toowoomba,4350,QLD,BNE,AU
East Wagga Wagga,2650,NSW,WAGG,AU
East Wangaratta,3678,VIC,ALB,AU
East Wardell,2477,NSW,BNOR,AU
Eastern Suburbs Mc,1317,NSW,SYD,AU
Eastern Suburbs Mc,1332,NSW,SYD,AU
Eastern Suburbs Mc,2004,NSW,SYD,AU
Eastlakes,2018,NSW,SYD,AU
Eastwood,5063,SA,ADE,AU
Echuca West,3564,VIC,SHEP,AU
Ecklin South,3265,VIC,WARR,AU
Eden Creek,2474,NSW,BNOR,AU
Eden Valley,5235,SA,ADE,AU
Edens Landing,4207,QLD,GOL,AU
Edith,0852,NT,,AU
Edithburgh,5583,SA,MEL,AU
Edward River,4871,QLD,BNE,AU
Elderslie,2570,NSW,SYD,AU
Elermore Vale,2287,NSW,NEWC,AU
Elizabeth Downs,5113,SA,ADE,AU
Elizabeth Grove,5112,SA,ADE,AU
Elliott Heads,4670,QLD,BNE,AU
Elmhurst,3469,VIC,BLR,AU
Elphinstone,4742,QLD,BNE,AU
Elsey Station,0852,NT,,AU
Emu,3475,VIC,BEN,AU
Endrick,2622,NSW,BBAY,AU
Enfield,3352,VIC,BLR,AU
ENGAWALA,872,VIC,MEL,AU
Englefield,3407,VIC,HOR,AU
Ensay,3895,VIC,MEL,AU
Epsom,3551,VIC,BEN,AU
Erigolia,2669,NSW,WAGG,AU
Ermington,1700,NSW,SYD,AU
ERNABELLA,872,VIC,MEL,AU
Erowal Bay,2540,NSW,BBAY,AU
Ethelton,5015,SA,ADE,AU
Eton North,4741,QLD,BNE,AU
Ettamogah,2640,NSW,ALB,AU
Euabalong,2877,NSW,CWT,AU
Eugowra,2806,NSW,CWT,AU
Eumundi,4562,QLD,SSC,AU
Eungella Hinterland,4741,QLD,BNE,AU
Eurack,3251,VIC,GEEL,AU
Euramo,4854,QLD,BNE,AU
Evandale,7212,TAS,TAS,AU
Evansford,3371,VIC,BLR,AU
Evanslea,4356,QLD,BNE,AU
Evanston Park,5116,SA,ADE,AU
Fairfield,1860,NSW,SYD,AU
Fairfield East,2165,NSW,SYD,AU
Fairley,3579,VIC,MEL,AU
Fairlight,2094,NSW,SYD,AU
Fairney View,4306,QLD,BNE,AU
Farrars Creek,4481,QLD,BNE,AU
Farrer,2607,ACT,ACT,AU
Fawkner,3060,VIC,MEL,AU
Felixstow,5070,SA,ADE,AU
Fern Bay,2295,NSW,NEWC,AU
Fern Gully,2330,NSW,SYD,AU
Fernhill,2519,NSW,WOL,AU
Fernleigh,2479,NSW,BNOR,AU
Ferntree Gully,3156,VIC,MEL,AU
Ferny Hills Dc,4055,QLD,BNE,AU
Fig Tree Pocket,4069,QLD,BNE,AU
Findon Creek,2474,NSW,BNOR,AU
Fish Creek,3959,VIC,GPS,AU
Fish Point,3585,VIC,MEL,AU
Fisher,2611,ACT,ACT,AU
Fishers Hill,2421,NSW,NEWC,AU
Fitzroy Island,4871,QLD,BNE,AU
Fitzroy North,3068,VIC,MEL,AU
Flagstaff Hill,5159,SA,ADE,AU
FLEMING,822,VIC,MEL,AU
Floraville,2280,NSW,NEWC,AU
Florence Bay,4819,QLD,TSV,AU
Florentine,7140,TAS,TAS,AU
FLORINA,852,VIC,MEL,AU
Fly Creek,0822,NT,,AU
Forest Glen,2157,NSW,SYD,AU
Forest Grove,2795,NSW,CWT,AU
Forest Ridge,4357,QLD,BNE,AU
Forestville,2087,NSW,SYD,AU
Fortescue,6716,WA,MEL,AU
Fortescue,7182,TAS,TAS,AU
Fosterton,2420,NSW,SYD,AU
Fountaindale,2258,NSW,CCO,AU
Four Mile Creek,2800,NSW,CWT,AU
Fowlers Gap,2880,NSW,ADE,AU
Foxground,2534,NSW,WOL,AU
Frahns,5238,SA,ADE,AU
Framlingham,3265,VIC,WARR,AU
Franklin,2913,ACT,ACT,AU
Frankston,3199,VIC,MEL,AU
Frazerview,4309,QLD,GOL,AU
French Park,2655,NSW,WAGG,AU
Frenchs Forest East,2086,NSW,SYD,AU
Freshwater,2096,NSW,SYD,AU
Freshwater Creek,3216,VIC,GEEL,AU
Friday Pocket,4855,QLD,BNE,AU
Friendly Beaches,7215,TAS,TAS,AU
Fryerstown,3451,VIC,BEN,AU
Frying Pan,2630,NSW,BBAY,AU
Fulham,3851,VIC,GPS,AU
Fulham Gardens,5024,SA,ADE,AU
Fullerton Cove,2318,NSW,NEWC,AU
Furracabad,2370,NSW,SYD,AU
Gadgarra,4884,QLD,BNE,AU
Gairdner,6337,WA,MEL,AU
Gamboola,4871,QLD,BNE,AU
Garners Beach,4852,QLD,BNE,AU
Garra,2866,NSW,CWT,AU
Garrawalt,4850,QLD,BNE,AU
Gateway Island,3691,VIC,ALB,AU
Gawler,7315,TAS,TAS,AU
Gawler River,5118,SA,ADE,AU
Geelong Mc,3221,VIC,GEEL,AU
Geeveston,7116,TAS,TAS,AU
Gemmells,5255,SA,ADE,AU
George Town,7253,TAS,TAS,AU
Georges Hall,2198,NSW,SYD,AU
Geraldton,6530,WA,MEL,AU
Geraldton,6531,WA,,AU
Gerang Gerung,3418,VIC,HOR,AU
Gerangamete,3243,VIC,GEEL,AU
Geranium Plains,5381,SA,MEL,AU
GERMANIA,3387,VIC,HOR,AU
Gibberagee,2469,NSW,BNOR,AU
Gillen,0870,NT,,AU
Gillimanning,6308,WA,MEL,AU
Gillman,5013,SA,ADE,AU
Gilmore,2720,NSW,WAGG,AU
Gilston,4211,QLD,GOL,AU
Gingin,6503,WA,MEL,AU
Ginninderra Village,2913,ACT,ACT,AU
Girgarre East,3616,VIC,SHEP,AU
Girraween,0836,NT,,AU
Girrawheen,6064,WA,MEL,AU
Gladstone,5473,SA,MEL,AU
Gladstone Park,3043,VIC,MEL,AU
Glass House Mountains,4518,QLD,SSC,AU
Glen Alvie,3979,VIC,GPS,AU
Glen Ayr,2850,NSW,CWT,AU
Glen Boughton,4871,QLD,BNE,AU
Glen Falloch,3858,VIC,,AU
Glen Mervyn,6239,WA,MEL,AU
Glen Niven,4377,QLD,BNE,AU
Glen Ward,2422,NSW,SYD,AU
Glenalbyn,3517,VIC,BEN,AU
Glenellen,2642,NSW,ALB,AU
Glenerin,2583,NSW,,AU
Glenfield,6532,WA,MEL,AU
Glengallan,4370,QLD,BNE,AU
Glengower,3370,VIC,BLR,AU
Glenloth East,3527,VIC,BEN,AU
Glenlusk,7012,TAS,TAS,AU
Glenlynn,6256,WA,MEL,AU
Glenmaggie,3858,VIC,GPS,AU
Glenreagh,2450,NSW,COFF,AU
Glenrowan West,3675,VIC,ALB,AU
Glenworth Valley,2250,NSW,CCO,AU
Glynde Dc,5070,SA,ADE,AU
Gnotuk,3260,VIC,WARR,AU
Gnowellen,6328,WA,MEL,AU
Goat Island,2477,NSW,BNOR,AU
Gogango,4702,QLD,BNE,AU
Gold Coast Mc,4217,QLD,GOL,AU
Golden Fleece,4621,QLD,BNE,AU
Golden Valley,7304,TAS,TAS,AU
Goldsborough,4865,QLD,BNE,AU
Gomersal,5352,SA,ADE,AU
Goodger,4610,QLD,BNE,AU
Goodwood,4660,QLD,BNE,AU
Goolwa South,5214,SA,ADE,AU
Goombargana,2646,NSW,ALB,AU
Goomboorian,4570,QLD,SSC,AU
Goonengerry,2482,NSW,BNOR,AU
Gooram,3666,VIC,SHEP,AU
Gootchie,4650,QLD,BNE,AU
Goowarra,4702,QLD,BNE,AU
Gorokan,2263,NSW,CCO,AU
Gorrie,6556,WA,MEL,AU
Goschen,3585,VIC,MEL,AU
Goshen,7216,TAS,TAS,AU
Gosnells,6990,WA,MEL,AU
GOULBURN ISLAND,822,VIC,MEL,AU
Goyder,5461,SA,MEL,AU
Gracetown,6284,WA,MEL,AU
Grahamvale,3631,VIC,SHEP,AU
Grantham,4347,QLD,BNE,AU
Granville,6503,WA,MEL,AU
Grattai,2850,NSW,CWT,AU
GRE GRE,3477,VIC,BEN,AU
Gre Gre North,3478,VIC,,AU
Great Mackerel Beach,2108,NSW,SYD,AU
Great Southern,3685,VIC,ALB,AU
Green Island,4871,QLD,BNE,AU
Green Valley,2168,NSW,SYD,AU
Greengrove,2250,NSW,CCO,AU
Greenlands,4380,QLD,BNE,AU
Greenmount,6056,WA,MEL,AU
Greens Beach,7270,TAS,TAS,AU
Greens Creek,3381,VIC,,AU
Greenways,5272,SA,MEL,AU
Greenwell Point,2540,NSW,BBAY,AU
Greenwood,4401,QLD,BNE,AU
Greenwood,6924,WA,MEL,AU
Greymare,4370,QLD,BNE,AU
Grindelwald,7277,TAS,TAS,AU
Grogan,2666,NSW,WAGG,AU
Grosmont,4419,QLD,BNE,AU
Grovedale,3216,VIC,GEEL,AU
Grovedale East,3216,VIC,GEEL,AU
Guildford,7321,TAS,TAS,AU
Gulfview Heights,5096,SA,ADE,AU
Gulgong,2852,NSW,CWT,AU
Gum Flat,2360,NSW,SYD,AU
Gumbalie,2840,NSW,SYD,AU
Gumlu,4805,QLD,TSV,AU
Gumly Gumly,2652,NSW,WAGG,AU
GUNBALANYA,822,VIC,MEL,AU
Gundary,2580,NSW,ACT,AU
Gunn Point,0822,NT,,AU
Gunnedah,2380,NSW,SYD,AU
Gunningbland,2876,NSW,CWT,AU
Guthalungra,4805,QLD,TSV,AU
Gymea Bay,2227,NSW,SYD,AU
Haasts Bluff,0872,NT,,AU
Hail Creek,4742,QLD,BNE,AU
Haliday Bay,4740,QLD,BNE,AU
Halidon,5309,SA,MEL,AU
Hamilton,2303,NSW,NEWC,AU
Hamilton South,2303,NSW,NEWC,AU
Hampden,4741,QLD,BNE,AU
Hampden,5374,SA,MEL,AU
Hampton East,3188,VIC,MEL,AU
HANNANS PO,6433,VIC,MEL,AU
Hanson,5417,SA,MEL,AU
Hardys Bay,2257,NSW,CCO,AU
Harman,2600,ACT,ACT,AU
Harolds Cross,2622,NSW,BBAY,AU
Harrisdale,6112,WA,MEL,AU
Harvey,6220,WA,MEL,AU
Hatherleigh,5280,SA,MEL,AU
Hawker,2614,ACT,ACT,AU
Hawkins Creek,4850,QLD,BNE,AU
Hay,6333,WA,MEL,AU
Hayman Island,4801,QLD,BNE,AU
Haymarket,1236,NSW,SYD,AU
Haymarket,1238,NSW,SYD,AU
Haymarket,2000,NSW,SYD,AU
Haynes,6112,WA,MEL,AU
Haystack,2469,NSW,BNOR,AU
Hazelvale,6333,WA,MEL,AU
Hazelwood North,3840,VIC,GPS,AU
Hazelwood Park,5066,SA,ADE,AU
Heathwood,4110,QLD,BNE,AU
Heifer Station,2460,NSW,COFF,AU
Henderson,6166,WA,MEL,AU
Hendon,4362,QLD,BNE,AU
Henley,2111,NSW,SYD,AU
Hensley Park,3301,VIC,WARR,AU
Henty,3312,VIC,WARR,AU
Hepburn,3461,VIC,BLR,AU
Heritage Park,4118,QLD,GOL,AU
Hernani,2453,NSW,COFF,AU
Hesket,3442,VIC,BEN,AU
Hesse,3321,VIC,GEEL,AU
Heyfield,3858,VIC,GPS,AU
Heywood,3304,VIC,WARR,AU
Higgins,2615,ACT,ACT,AU
High Wycombe,6057,WA,MEL,AU
Highbury,4871,QLD,BNE,AU
Highbury,6313,WA,MEL,AU
Highgate,6003,WA,MEL,AU
Highland Plains,4401,QLD,BNE,AU
Highlands,3660,VIC,YEA,AU
Highpoint City,3032,VIC,MEL,AU
Hilbert,6112,WA,MEL,AU
Hill End,3825,VIC,GPS,AU
Hill River,5453,SA,MEL,AU
Hill Top,2628,NSW,BBAY,AU
Hillside,3037,VIC,MEL,AU
Hillston,2675,NSW,SYD,AU
Hilton,6163,WA,MEL,AU
Hinchinbrook,2168,NSW,SYD,AU
Hinnomunjie,3898,VIC,MEL,AU
Hinton,2321,NSW,NEWC,AU
Hithergreen,6280,WA,MEL,AU
Hmas Cerberus,3920,VIC,MEL,AU
Hobart,7804,TAS,TAS,AU
Hobart,7808,TAS,TAS,AU
Hobart,7850,TAS,TAS,AU
Hobartville,4724,QLD,BNE,AU
Hocking,6065,WA,MEL,AU
Hoffman,6220,WA,MEL,AU
Holland Park East,4121,QLD,BNE,AU
Holleton,6426,WA,MEL,AU
Holt,2615,ACT,ACT,AU
Horfield,3567,VIC,BEN,AU
Horn Island,4875,QLD,BNE,AU
Hornsby,2077,NSW,SYD,AU
Horse Camp,4671,QLD,BNE,AU
Horseshoe Creek,2474,NSW,BNOR,AU
Houghton,5131,SA,ADE,AU
Hovells Creek,2794,NSW,CWT,AU
Howell,2360,NSW,SYD,AU
Howrah,7018,TAS,TAS,AU
HUGHES,822,VIC,MEL,AU
Humula,2652,NSW,WAGG,AU
Hunter Region Mc,2310,NSW,NEWC,AU
Huon,3695,VIC,ALB,AU
Huonbrook,2482,NSW,BNOR,AU
Huskisson,2540,NSW,BBAY,AU
Hyams Beach,2540,NSW,BBAY,AU
Icy Creek,3833,VIC,GPS,AU
Idalia,4811,QLD,TSV,AU
Ikewa,6522,WA,MEL,AU
Iluka,2466,NSW,COFF,AU
IMANPA,872,VIC,MEL,AU
Imbil,4570,QLD,SSC,AU
Inala Heights,4077,QLD,BNE,AU
Indee,6721,WA,MEL,AU
Inglehope,6213,WA,MEL,AU
Inkerman,3472,VIC,BEN,AU
Inkerman,4806,QLD,TSV,AU
Innes Park,4670,QLD,BNE,AU
Innisplain,4285,QLD,GOL,AU
Invergordon,3636,VIC,SHEP,AU
Inverness,4703,QLD,BNE,AU
Irishtown,6401,WA,MEL,AU
Iron Pot Creek,2474,NSW,BNOR,AU
Ironbark,2347,NSW,SYD,AU
Ironstone,5222,SA,MEL,AU
Irrewillipe East,3249,VIC,GEEL,AU
Irvinebank,4887,QLD,BNE,AU
Irvingdale,4404,QLD,BNE,AU
Ivanhoe East,3079,VIC,MEL,AU
Jacobs Well,4208,QLD,GOL,AU
Jam Jerrup,3984,VIC,GPS,AU
Jan Juc,3228,VIC,GEEL,AU
Jaunter,2787,NSW,CWT,AU
Jeffcott North,3480,VIC,BEN,AU
Jervois,5259,SA,ADE,AU
Jewells,2280,NSW,NEWC,AU
JILKMINGGAN,852,VIC,MEL,AU
Jilliby,2259,NSW,NEWC,AU
Jimboomba,4280,QLD,GOL,AU
Jimna,4515,QLD,BNE,AU
Jindivick,3818,VIC,GPS,AU
JINGILI,810,VIC,MEL,AU
Joanna,5271,SA,MEL,AU
Jolly Nose,2445,NSW,PMAC,AU
Joondalup,6027,WA,MEL,AU
Joskeleigh,4702,QLD,BNE,AU
Julia,5374,SA,MEL,AU
Julia Creek,4823,QLD,BNE,AU
Junction Village,3977,VIC,MEL,AU
Junee,2663,NSW,WAGG,AU
Jurien Bay,6516,WA,MEL,AU
Kadina,2870,NSW,,AU
KAKADU,822,VIC,MEL,AU
Kalimna West,3909,VIC,GPS,AU
Kalkadoon,4825,QLD,BNE,AU
Kallangur,4503,QLD,BNE,AU
Kallaroo,6025,WA,MEL,AU
Kalpienung,3529,VIC,BEN,AU
Kalpowar,4630,QLD,BNE,AU
Kamarooka North,3571,VIC,BEN,AU
Kameruka,2550,NSW,BEG,AU
Kangaroo Ground,3097,VIC,YEA,AU
Kangaroo Head,5222,SA,MEL,AU
Kanni,5330,SA,MEL,AU
Kanwal,2259,NSW,NEWC,AU
Kanya,3381,VIC,,AU
Kapunda,5373,SA,ADE,AU
Karama,0812,NT,,AU
Karana Downs,4306,QLD,BNE,AU
Karanja,7140,TAS,TAS,AU
Karawara,6152,WA,MEL,AU
Karawatha,4117,QLD,BNE,AU
Kariah,3260,VIC,WARR,AU
Karnup,6176,WA,MEL,AU
Karragarra Island,4184,QLD,BNE,AU
Karramindie,6429,WA,MEL,AU
Karramomus,3631,VIC,SHEP,AU
Karratha Industrial Estate,6714,WA,MEL,AU
Karrinyup,6018,WA,MEL,AU
Karrinyup,6921,WA,MEL,AU
Katanning,6317,WA,MEL,AU
KATHERINE,851,VIC,MEL,AU
Kayuga,2333,NSW,SYD,AU
Keiraville,2500,NSW,WOL,AU
Kellerberrin,6410,WA,MEL,AU
Kellevie,7176,TAS,TAS,AU
Kellyville,2155,NSW,SYD,AU
Kenmore,4069,QLD,BNE,AU
Kennington,3550,VIC,BEN,AU
Kensington Gardens,5068,SA,ADE,AU
Kensington Park,5068,SA,ADE,AU
Kents Lagoon,4309,QLD,GOL,AU
Kenwick,6107,WA,MEL,AU
Kerrisdale,3660,VIC,YEA,AU
Keswick Terminal,5035,SA,ADE,AU
Kew,2439,NSW,PMAC,AU
Kewarra Beach,4879,QLD,BNE,AU
Keysborough,3173,VIC,MEL,AU
Kialla West,3631,VIC,SHEP,AU
Kiama,2533,NSW,WOL,AU
Kiama Heights,2533,NSW,WOL,AU
Kiamba,4560,QLD,SSC,AU
Kielpa,5642,SA,MEL,AU
Kilburn North,5084,SA,ADE,AU
Kilcoy,4515,QLD,BNE,AU
Kilgin,2472,NSW,BNOR,AU
Killara,2071,NSW,SYD,AU
Kilsyth South,3137,VIC,MEL,AU
Kinbombi,4601,QLD,SSC,AU
Kincora,4356,QLD,BNE,AU
Kindee,2446,NSW,PMAC,AU
Kingaham,4515,QLD,BNE,AU
Kinglake West,3757,VIC,YEA,AU
Kingsford,5118,SA,ADE,AU
Kingsgrove,1480,NSW,SYD,AU
Kingsgrove Dc,1484,NSW,SYD,AU
Kingsholme,4208,QLD,GOL,AU
Kingston On Murray,5331,SA,MEL,AU
Kinross,6028,WA,MEL,AU
Kirkconnell,2795,NSW,CWT,AU
Kirknie,4806,QLD,TSV,AU
Kiwirrkurra,0872,NT,,AU
Knorrit Forest,2424,NSW,SYD,AU
Kogan,4406,QLD,BNE,AU
Kolonga,4671,QLD,BNE,AU
Koonoomoo,3644,VIC,SHEP,AU
Koonyum Range,2482,NSW,BNOR,AU
Koorooman,3953,VIC,GPS,AU
Kootingal,2352,NSW,SYD,AU
Koreelah,2476,NSW,SYD,AU
KOSCIUSZKO,2627,NSW,BBAY,AU
Kotara East,2305,NSW,NEWC,AU
Kulkami,5307,SA,MEL,AU
Kulpi,4352,QLD,BNE,AU
Kumbia,4610,QLD,BNE,AU
Kundle Kundle,2430,NSW,PMAC,AU
Kunyung,3930,VIC,MEL,AU
Kuranda,4881,QLD,BNE,AU
Kurnalpi,6431,WA,MEL,AU
Kurralta Park,5037,SA,ADE,AU
Kwinana Beach,6167,WA,MEL,AU
Kyeemagh,2216,NSW,SYD,AU
Kynuna,4823,QLD,BNE,AU
Kyoomba,4380,QLD,BNE,AU
La Trobe University,3086,VIC,MEL,AU
Labrador,4215,QLD,GOL,AU
Laceby,3678,VIC,ALB,AU
Lade Vale,2581,NSW,ACT,AU
Ladysmith,2652,NSW,WAGG,AU
Laen,3480,VIC,BEN,AU
Lagrange,6725,WA,MEL,AU
Lah,3393,VIC,HOR,AU
Lake Biddy,6355,WA,MEL,AU
Lake Brewster,2675,NSW,SYD,AU
Lake Cathie,2445,NSW,PMAC,AU
Lake Cowal,2671,NSW,WAGG,AU
Lake Marmal,3525,VIC,BEN,AU
Lake Tyers Beach,3909,VIC,GPS,AU
Lake Wells,6440,WA,MEL,AU
Lalor,3075,VIC,MEL,AU
Lamington,6430,WA,MEL,AU
Lammermoor,4703,QLD,BNE,AU
Lamplough,3352,VIC,BLR,AU
Lane Cove Dc,1611,NSW,SYD,AU
Langi Kal Kal,3352,VIC,BLR,AU
Langsborough,3971,VIC,GPS,AU
Langshaw,4570,QLD,SSC,AU
Lansdowne Forest,2430,NSW,PMAC,AU
Lansvale,2166,NSW,SYD,AU
Laughtondale,2775,NSW,CCO,AU
Launceston,7907,TAS,TAS,AU
Laura,5480,SA,MEL,AU
Lauriston,3444,VIC,BEN,AU
Laverton,6440,WA,MEL,AU
Laverton North,3026,VIC,GEEL,AU
Lavington Dc,2640,NSW,ALB,AU
Lawes,4343,QLD,BNE,AU
Lawloit,3418,VIC,HOR,AU
Leafdale,4606,QLD,SSC,AU
Lemon Tree,2259,NSW,NEWC,AU
Lemont,7120,TAS,TAS,AU
Lemontree,4357,QLD,BNE,AU
Leongatha South,3953,VIC,GPS,AU
Leslie,4370,QLD,BNE,AU
Lesmurdie,6076,WA,MEL,AU
Levendale,7120,TAS,TAS,AU
Lewinsbrook,2311,NSW,SYD,AU
Lewisham,2049,NSW,SYD,AU
Lexia,6065,WA,,AU
Lidcombe,2141,NSW,SYD,AU
Liena,7304,TAS,TAS,AU
Lilli Pilli,2536,NSW,BBAY,AU
Lilliput,3682,VIC,ALB,AU
Lime Lake,6315,WA,MEL,AU
Limestone,4714,QLD,BNE,AU
Linley Point,2066,NSW,SYD,AU
Lismore Heights,2480,NSW,BNOR,AU
Little Italy,6355,WA,MEL,AU
Livingstone,0822,NT,,AU
Lobethal,5241,SA,ADE,AU
Lockrose,4342,QLD,BNE,AU
Lockyer,6330,WA,MEL,AU
Loftville,2480,NSW,BNOR,AU
Loganholme Bc,4129,QLD,GOL,AU
Logans Crossing,2439,NSW,PMAC,AU
Londonderry,2753,NSW,SYD,AU
Lonesome Creek,4719,QLD,BNE,AU
Longford,7301,TAS,TAS,AU
Longwood East,3666,VIC,SHEP,AU
Lorn,2320,NSW,NEWC,AU
Lotus Creek,4705,QLD,BNE,AU
Louisa Creek,2469,NSW,BNOR,AU
Louth Park,2320,NSW,NEWC,AU
Lower Barrington,7306,TAS,TAS,AU
Lower Belford,2335,NSW,NEWC,AU
Lower Chittering,6084,WA,MEL,AU
Lower Daintree,4873,QLD,BNE,AU
Lower Inman Valley,5211,SA,ADE,AU
Lower Light,5501,SA,MEL,AU
Lowesby,4702,QLD,BNE,AU
Lucknow,2800,NSW,CWT,AU
Lune River,7109,TAS,TAS,AU
Lyndon,6701,WA,MEL,AU
Lyrup,5343,SA,MEL,AU
